sample_id,video_id,cluster_id,episode_keys_json,visual_signal_basis,valid_frame_count,real_sync_score,best_lag_s,null_count,null_median,null_p95,empirical_percentile,p_like_score,rank_within_sample,top1_top2_margin
-wny0OAz3g8$_$0,-wny0OAz3g8,2,"[""1:2""]",mouth_landmarks_62_66_over_48_54,70,0.4496166585653915,0.08,26,0.2481039480124722,0.4167798532707744,0.9615384615384616,0.074074074074074,1,0.3324069983299322
-wny0OAz3g8$_$1,-wny0OAz3g8,0,"[""0:0"",""1:4"",""2:6""]",mouth_landmarks_62_66_over_48_54,165,0.1356595641960093,-0.16,25,0.0599842263945379,0.1859669147997323,0.88,0.1538461538461538,2,
-wny0OAz3g8$_$1,-wny0OAz3g8,1,"[""0:1"",""0:2"",""0:3"",""2:5""]",mouth_landmarks_62_66_over_48_54,18,0.7482426669337747,-0.16,24,0.4647714240327706,0.7609130953209343,0.875,0.16,1,0.6125831027377653
-wny0OAz3g8$_$2,-wny0OAz3g8,0,"[""0:0"",""0:1"",""1:3""]",mouth_landmarks_62_66_over_48_54,160,0.0269698870501939,0.04,25,0.1332288300824855,0.2309773876184732,0.08,0.9230769230769232,2,
-wny0OAz3g8$_$2,-wny0OAz3g8,1,"[""1:2""]",mouth_landmarks_62_66_over_48_54,6,0.379446713973725,0.2,22,0.740514957042322,0.937726137566294,0.2272727272727272,0.782608695652174,1,0.3524768269235311
-wny0OAz3g8$_$2,-wny0OAz3g8,2,"[""1:4""]",mouth_landmarks_62_66_over_48_54,1,,,0,,,,,3,
-wny0OAz3g8$_$3,-wny0OAz3g8,0,"[""0:0"",""0:1"",""1:2""]",mouth_landmarks_62_66_over_48_54,147,0.2062541865271105,0.08,24,0.175947495490573,0.2871876809509713,0.7083333333333334,0.32,1,
-wny0OAz3g8$_$5,-wny0OAz3g8,0,"[""0:0"",""0:4"",""1:5""]",mouth_landmarks_62_66_over_48_54,162,0.071220125129122,0.16,25,0.1833644149003945,0.2481381874174944,0.04,0.9615384615384616,2,
-wny0OAz3g8$_$5,-wny0OAz3g8,1,"[""0:1"",""0:2"",""0:3"",""2:6""]",mouth_landmarks_62_66_over_48_54,15,0.1813415759193039,0.2,25,0.2094278706685244,0.6704772155477067,0.36,0.6538461538461539,1,0.1101214507901818
-wny0OAz3g8$_$7,-wny0OAz3g8,0,"[""0:0"",""0:1"",""1:2""]",mouth_landmarks_62_66_over_48_54,194,0.1135284459903168,0.08,26,0.1318207962454501,0.2290983391240865,0.3846153846153846,0.6296296296296297,1,
-wny0OAz3g8$_$9,-wny0OAz3g8,0,"[""0:0"",""0:1"",""0:2""]",mouth_landmarks_62_66_over_48_54,139,0.1589521137875653,-0.12,24,0.0980565258240526,0.2530954770483347,0.7083333333333334,0.32,1,
-yRb-Jum7EQ$_$1,-yRb-Jum7EQ,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,728,0.1172626138254687,-0.2,26,0.0597754313982032,0.1920402783082695,0.8076923076923077,0.2222222222222222,1,0.1576073527335494
-yRb-Jum7EQ$_$1,-yRb-Jum7EQ,1,"[""1:1"",""2:2""]",mouth_landmarks_62_66_over_48_54,161,-0.0403447389080807,-0.2,26,0.1371674422789872,0.3007183762017817,0.1923076923076923,0.8148148148148148,2,
-yRb-Jum7EQ$_$5,-yRb-Jum7EQ,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,329,-0.0709370920971969,-0.2,26,0.1141190128763935,0.2887902317954677,0.0,1.0,2,
-yRb-Jum7EQ$_$5,-yRb-Jum7EQ,1,"[""1:1""]",mouth_landmarks_62_66_over_48_54,8,0.5871774934969792,-0.2,26,0.6497084354354636,0.9012917440932152,0.3846153846153846,0.6296296296296297,1,0.6581145855941762
-yRb-Jum7EQ$_$6,-yRb-Jum7EQ,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,279,0.1398330623184066,0.2,26,0.1211978679000672,0.2936658992559065,0.5384615384615384,0.4814814814814814,1,
