sample_id,video_id,position,modality,D,delta_class,delta_score
188343$_$13,188343,23,T,0.059423302610715226,0.08129316568374634,-0.22532063722610474
188343$_$13,188343,23,A,0.0005973726511001587,-0.0010930299758911133,0.0006102919578552246
188343$_$13,188343,23,V,0.00017216801643371582,8.368492126464844e-05,-0.0015639066696166992
188343$_$13,188343,24,T,0.018651341398557026,0.025855183601379395,-0.06868499517440796
188343$_$13,188343,24,A,0.0007274200518925985,-0.001273512840270996,0.001087963581085205
188343$_$13,188343,24,V,0.00027723610401153564,-0.00015497207641601562,0.002397000789642334
188343$_$13,188343,25,T,0.006232708692550659,-0.008189916610717773,0.02565300464630127
188343$_$13,188343,25,A,0.0007274200518925985,-0.001273512840270996,0.001087963581085205
188343$_$13,188343,25,V,0.0002772261699040731,-0.00015497207641601562,0.002396881580352783
188343$_$13,188343,26,T,0.003928050398826599,0.006240487098693848,-0.009693682193756104
188343$_$13,188343,26,A,0.0007274200518925985,-0.001273512840270996,0.001087963581085205
188343$_$13,188343,26,V,0.0002772261699040731,-0.00015497207641601562,0.002396881580352783
188343$_$13,188343,27,T,0.018788382411003113,0.01917177438735962,-0.11042994260787964
188343$_$13,188343,27,A,0.0003554821014404297,-0.0006410479545593262,-0.0004194974899291992
188343$_$13,188343,27,V,0.00023419161637624103,-0.00032848119735717773,0.0008394122123718262
188343$_$13,188343,28,T,0.008940741419792175,-0.010577797889709473,0.04382210969924927
188343$_$13,188343,28,A,0.0005569408337275188,-0.0006211400032043457,0.0029564499855041504
188343$_$13,188343,28,V,0.0002845277388890584,-0.00042062997817993164,0.0008905529975891113
188343$_$13,188343,29,T,0.012916708985964458,-0.013566195964813232,0.07360333204269409
188343$_$13,188343,29,A,0.00015040735403696698,-7.671117782592773e-05,0.0013446211814880371
188343$_$13,188343,29,V,0.0002572288115819295,-0.0002796053886413574,0.0014091134071350098
188343$_$13,188343,30,T,0.0036630630493164062,0.0054680705070495605,-0.011148333549499512
188343$_$13,188343,30,A,0.0005792925755182902,0.0010871291160583496,-0.00042873620986938477
188343$_$13,188343,30,V,0.0002500166495641073,0.00014394521713256836,-0.002136528491973877
188343$_$13,188343,31,T,0.026423022150993347,0.036046385765075684,-0.10079795122146606
188343$_$13,188343,31,A,0.0004796336094538371,0.0008020997047424316,0.0009430050849914551
188343$_$13,188343,31,V,0.0001989851395289103,-0.00031870603561401367,-0.0004755854606628418
188343$_$13,188343,32,T,0.015253956119219463,-0.01803642511367798,0.07482892274856567
188343$_$13,188343,32,A,0.0017878959576288858,0.001980423927307129,-0.009572207927703857
188343$_$13,188343,32,V,0.0005544175704320271,-0.0005500912666320801,0.0033524632453918457
188343$_$13,188343,33,T,0.00914457937081655,0.011352002620697021,-0.041622936725616455
188343$_$13,188343,33,A,0.0014485716819763184,0.001558542251586914,-0.008031606674194336
188343$_$13,188343,33,V,0.0002552022536595663,0.00025272369384765625,-0.0015460848808288574
188343$_$13,188343,34,T,0.008915717403093975,0.009901940822601318,-0.047576963901519775
188343$_$13,188343,34,A,0.0010111381610234578,0.0011344552040100098,-0.0053269267082214355
188343$_$13,188343,34,V,3.751615683237712e-05,-4.26173210144043e-05,-0.0001944899559020996
188343$_$13,188343,35,T,0.016532038648923237,-0.02072066068649292,0.07406049966812134
188343$_$13,188343,35,A,0.0010397682587305703,0.0009468793869018555,-0.006795942783355713
188343$_$13,188343,35,V,0.00019871691862742108,0.00017440319061279297,0.001338183879852295
188343$_$13,188343,36,T,0.014741276701291401,-0.019290626049041748,0.06115156412124634
188343$_$13,188343,36,A,0.0007116148869196574,0.001078784465789795,-0.002066671848297119
188343$_$13,188343,36,V,6.827712059020996e-05,7.295608520507812e-05,0.0003815889358520508
188343$_$13,188343,37,T,0.0021554181973139444,-0.0029792189598083496,0.007989704608917236
188343$_$13,188343,37,A,0.0007115850845972697,0.0010787248611450195,-0.002066671848297119
188343$_$13,188343,37,V,6.827215353647867e-05,7.295608520507812e-05,0.0003815293312072754
188343$_$13,188343,38,T,0.0006792694330215454,-0.0012493133544921875,0.0006553530693054199
188343$_$13,188343,38,A,0.0007115850845972697,0.0010787248611450195,-0.002066671848297119
188343$_$13,188343,38,V,6.827215353647867e-05,7.295608520507812e-05,0.0003815293312072754
188343$_$13,188343,39,T,0.02139928936958313,0.02654033899307251,-0.0975494384765625
188343$_$13,188343,39,A,0.0007116148869196574,0.001078784465789795,-0.002066671848297119
188343$_$13,188343,39,V,6.827215353647867e-05,7.295608520507812e-05,0.0003815293312072754
188343$_$13,188343,40,T,0.015292738874753315,0.02165806293487549,-0.053564488887786865
188343$_$13,188343,40,A,0.0004438112179438273,0.00045877695083618164,0.002573072910308838
188343$_$13,188343,40,V,0.00010308623313903809,-0.00013244152069091797,0.0004423856735229492
188343$_$13,188343,41,T,0.032110159595807396,-0.0410342812538147,0.13911622762680054
188343$_$13,188343,41,A,0.000532984733581543,-0.0008245110511779785,0.0014487504959106445
188343$_$13,188343,41,V,0.00015638768672943115,-0.00012958049774169922,0.0010991692543029785
188343$_$13,188343,42,T,0.008874560395876566,-0.011126279830932617,0.039737045764923096
188343$_$13,188343,42,A,0.0005451987187067667,-0.0007315874099731445,0.002152860164642334
188343$_$13,188343,42,V,5.691746870676676e-05,0.00010496377944946289,5.322694778442383e-05
188343$_$12,188343,1,T,0.005230903625488281,0.0021787285804748535,-0.049698472023010254
188343$_$12,188343,1,A,0.00017261505126953125,1.2576580047607422e-05,0.0019959211349487305
188343$_$12,188343,1,V,7.49826431274414e-05,-5.3048133850097656e-05,0.0005815029144287109
188343$_$12,188343,2,T,0.0011838972568511963,0.00035434961318969727,-0.012080669403076172
188343$_$12,188343,2,A,0.00017261505126953125,1.2576580047607422e-05,0.0019959211349487305
