video_id,official_sample_id,audio_sample_id,is_diagonal,wer,cer,token_precision,token_recall,token_f1,character_similarity,score
-THoVjtIkeU,-THoVjtIkeU$_$6,-THoVjtIkeU$_$6,1,0.13333333333333333,0.07563025210084033,0.9655172413793104,0.9333333333333333,0.9491525423728815,0.9243697478991597,0.9367611451360206
-UUCSKoHeMA,-UUCSKoHeMA$_$0,-UUCSKoHeMA$_$0,1,0.05555555555555555,0.027777777777777776,0.9473684210526315,1.0,0.972972972972973,0.972972972972973,0.972972972972973
-UacrmKiTn4,-UacrmKiTn4$_$10,-UacrmKiTn4$_$10,1,0.1111111111111111,0.11842105263157894,0.9,1.0,0.9473684210526316,0.8941176470588236,0.9207430340557277
-UacrmKiTn4,-UacrmKiTn4$_$10,-UacrmKiTn4$_$4,0,0.9444444444444444,0.7105263157894737,0.2857142857142857,0.2222222222222222,0.25,0.2894736842105263,0.26973684210526316
-UacrmKiTn4,-UacrmKiTn4$_$4,-UacrmKiTn4$_$10,0,1.2857142857142858,1.0517241379310345,0.2,0.2857142857142857,0.23529411764705882,0.2823529411764706,0.2588235294117647
-UacrmKiTn4,-UacrmKiTn4$_$4,-UacrmKiTn4$_$4,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
-UuX1xuaiiE,-UuX1xuaiiE$_$0,-UuX1xuaiiE$_$0,1,0.1111111111111111,0.08695652173913043,1.0,0.8888888888888888,0.9411764705882353,0.9130434782608696,0.9271099744245525
-UuX1xuaiiE,-UuX1xuaiiE$_$0,-UuX1xuaiiE$_$1,0,2.888888888888889,1.9565217391304348,0.07407407407407407,0.2222222222222222,0.1111111111111111,0.23728813559322037,0.17419962335216574
-UuX1xuaiiE,-UuX1xuaiiE$_$0,-UuX1xuaiiE$_$3,0,1.0,0.7391304347826086,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.26086956521739135,0.18599033816425123
-UuX1xuaiiE,-UuX1xuaiiE$_$0,-UuX1xuaiiE$_$6,0,2.3333333333333335,1.7173913043478262,0.08695652173913043,0.2222222222222222,0.125,0.23300970873786409,0.17900485436893204
-UuX1xuaiiE,-UuX1xuaiiE$_$1,-UuX1xuaiiE$_$0,0,0.9629629629629629,0.7627118644067796,0.25,0.07407407407407407,0.11428571428571428,0.23728813559322037,0.17578692493946732
-UuX1xuaiiE,-UuX1xuaiiE$_$1,-UuX1xuaiiE$_$1,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
-UuX1xuaiiE,-UuX1xuaiiE$_$1,-UuX1xuaiiE$_$3,0,0.9259259259259259,0.8305084745762712,0.2222222222222222,0.07407407407407407,0.1111111111111111,0.1694915254237288,0.14030131826741996
-UuX1xuaiiE,-UuX1xuaiiE$_$1,-UuX1xuaiiE$_$6,0,0.9629629629629629,0.7796610169491526,0.17391304347826086,0.14814814814814814,0.15999999999999998,0.22033898305084743,0.1901694915254237
-UuX1xuaiiE,-UuX1xuaiiE$_$3,-UuX1xuaiiE$_$0,0,1.0,0.9411764705882353,0.125,0.1111111111111111,0.11764705882352941,0.23809523809523814,0.1778711484593838
-UuX1xuaiiE,-UuX1xuaiiE$_$3,-UuX1xuaiiE$_$1,0,2.7777777777777777,2.8823529411764706,0.07407407407407407,0.2222222222222222,0.1111111111111111,0.1694915254237288,0.14030131826741996
-UuX1xuaiiE,-UuX1xuaiiE$_$3,-UuX1xuaiiE$_$3,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
-UuX1xuaiiE,-UuX1xuaiiE$_$3,-UuX1xuaiiE$_$6,0,2.2222222222222223,2.323529411764706,0.13043478260869565,0.3333333333333333,0.18750000000000003,0.23300970873786409,0.21025485436893204
-UuX1xuaiiE,-UuX1xuaiiE$_$6,-UuX1xuaiiE$_$0,0,0.9090909090909091,0.7766990291262136,0.25,0.09090909090909091,0.13333333333333333,0.22330097087378642,0.17831715210355986
-UuX1xuaiiE,-UuX1xuaiiE$_$6,-UuX1xuaiiE$_$1,0,1.1818181818181819,0.8932038834951457,0.14814814814814814,0.18181818181818182,0.16326530612244897,0.22033898305084743,0.19180214458664818
-UuX1xuaiiE,-UuX1xuaiiE$_$6,-UuX1xuaiiE$_$3,0,0.8636363636363636,0.7669902912621359,0.3333333333333333,0.13636363636363635,0.1935483870967742,0.23300970873786409,0.21327904791731914
